hypervolume
225.376
225.452
225.668
225.682
225.689
225.686
225.688
225.69
225.685
225.69
225.693
225.69
225.692
225.691
225.685
225.693
225.689
225.695
225.692
225.688
225.686
225.688
225.69
225.683
225.688
225.686
225.69
225.694
225.692
225.685
225.688
225.693
225.694
225.693
225.693
225.687
225.69
225.693
225.692
225.689
225.694
225.692
225.694
225.69
225.688
225.692
225.685
225.688
225.689
225.691
225.693
225.694
225.691
225.694
225.695
225.686
225.691
225.692
225.691
225.689
225.693
225.69
225.696
225.693
225.694
225.689
225.691
225.691
225.692
225.691
225.692
225.688
225.694
225.696
225.69
225.693
225.69
225.696
225.689
225.69
225.692
225.689
225.687
225.692
225.691
225.692
225.691
225.69
225.684
225.69
225.694
225.695
225.689
225.69
225.693
225.691
225.689
225.695
225.691
225.688
